CustomerID,Recency,Frequency,MonetaryValue,Future_MonetaryValue,Cluster,Segment
12669,51,3,2744.0299999999997,0.0,1,Medium Value
12670,100,2,1026.39,1969.66,1,Medium Value
12672,230,1,225.9,0.0,0,Low Value
12673,227,1,220.9,389.62,0,Low Value
12674,71,2,976.8,993.8000000000001,1,Medium Value
12676,24,4,998.05,333.34000000000003,1,Medium Value
12678,1,9,8282.26,9346.2,1,Medium Value
12679,106,2,906.38,206.64000000000001,1,Medium Value
12680,14,1,311.78,551.03,1,Medium Value
12681,52,15,9866.58,3920.96,1,Medium Value
12682,1,20,8219.92,4068.3,1,Medium Value
12683,6,11,6217.88,2258.69,1,Medium Value
12684,71,4,1379.48,904.15,1,Medium Value
12686,272,1,89.14,0.0,0,Low Value
12688,14,1,4873.81,0.0,1,Medium Value
12689,28,1,511.03000000000003,736.58,1,Medium Value
12690,106,1,389.01,0.0,1,Medium Value
12691,46,4,556.3,479.5,1,Medium Value
12693,28,4,855.91,0.0,1,Medium Value
12694,84,1,439.5,430.17,1,Medium Value
12695,8,2,333.9,248.2,1,Medium Value
12697,32,2,733.91,223.68,1,Medium Value
12700,57,2,2149.05,2790.94,1,Medium Value
12701,143,1,337.08000000000004,460.63,0,Low Value
12704,6,3,1100.92,1239.92,1,Medium Value
12705,59,4,4162.52,2705.77,1,Medium Value
12707,192,1,603.42,0.0,0,Low Value
12708,3,7,2031.77,681.14,1,Medium Value
12709,36,10,6469.11,3267.41,1,Medium Value
12710,62,2,790.36,358.65999999999997,1,Medium Value
12712,7,11,3913.08,483.05,1,Medium Value
12714,7,4,3389.7,1319.16,1,Medium Value
12715,7,1,353.86,0.0,1,Medium Value
12716,34,1,677.9,375.59000000000003,1,Medium Value
12717,52,2,1030.98,0.0,1,Medium Value
12720,25,15,3314.5,2467.23,1,Medium Value
12721,84,4,1698.91,957.22,1,Medium Value
12722,15,3,929.65,67.98,1,Medium Value
12724,74,2,280.36,751.05,1,Medium Value
12725,272,1,427.8,0.0,0,Low Value
12726,85,5,1467.32,1141.78,1,Medium Value
12727,88,5,2800.4,1180.3,1,Medium Value
12728,158,3,617.31,219.02,0,Low Value
12729,14,1,453.01,0.0,1,Medium Value
12731,45,8,11324.25,7571.66,1,Medium Value
12732,80,1,236.26000000000002,0.0,1,Medium Value
12733,135,1,383.95,0.0,0,Low Value
12734,253,1,110.39999999999999,0.0,0,Low Value
12735,216,2,779.5699999999999,0.0,0,Low Value
12736,234,1,234.0,0.0,0,Low Value
12738,273,1,155.35,0.0,0,Low Value
12743,35,2,546.43,0.0,1,Medium Value
12744,45,5,14211.970000000001,7067.32,1,Medium Value
12747,10,8,2769.4,1426.6100000000001,1,Medium Value
12748,2,127,13568.55,20151.18,2,High Value
12749,31,3,2755.23,1335.65,1,Medium Value
12750,29,1,275.88,0.0,1,Medium Value
12753,36,5,16620.91,4808.48,1,Medium Value
12754,136,3,3010.74,0.0,0,Low Value
12755,181,2,3811.9500000000003,0.0,0,Low Value
12757,43,7,5281.08,2576.02,1,Medium Value
12758,17,2,2791.59,0.0,1,Medium Value
12759,72,2,1082.52,448.92,1,Medium Value
12763,39,2,494.08,0.0,1,Medium Value
12764,217,1,1693.88,0.0,0,Low Value
12766,50,5,4952.1900000000005,2037.44,1,Medium Value
12769,139,1,1143.6,0.0,0,Low Value
12770,111,1,1351.45,0.0,0,Low Value
12775,91,4,1164.68,221.36,1,Medium Value
12778,84,4,492.06,330.17,1,Medium Value
12779,90,7,2999.41,981.95,1,Medium Value
12781,185,1,549.26,277.48,0,Low Value
12782,50,4,2078.67,252.25,1,Medium Value
12785,265,1,311.95,0.0,0,Low Value
12787,93,1,158.1,305.56,1,Medium Value
12790,93,1,324.92,0.0,1,Medium Value
12791,274,1,192.60000000000002,0.0,0,Low Value
12792,157,1,400.54,0.0,0,Low Value
12793,235,2,545.48,0.0,0,Low Value
12797,266,1,254.03,0.0,0,Low Value
12798,71,1,1607.04,5370.0,1,Medium Value
12802,87,1,427.58,0.0,1,Medium Value
12808,85,2,281.35,202.3,1,Medium Value
12809,78,1,489.31,0.0,1,Medium Value
12811,161,3,514.85,0.0,0,Low Value
12814,2,1,125.92,0.0,1,Medium Value
12815,48,2,1063.46,0.0,1,Medium Value
12816,77,1,318.65000000000003,253.55,1,Medium Value
12817,182,1,166.04000000000002,0.0,0,Low Value
12818,162,1,1542.08,0.0,0,Low Value
12820,227,1,170.46,771.88,0,Low Value
12821,115,1,92.72,0.0,0,Low Value
12823,28,4,1224.0,535.5,1,Medium Value
12826,79,4,818.62,656.1,1,Medium Value
12828,13,2,338.2,680.51,1,Medium Value
12829,237,2,293.0,0.0,0,Low Value
12830,35,4,5204.0,1610.64,1,Medium Value
12831,163,1,215.05,0.0,0,Low Value
12833,46,1,417.38,0.0,1,Medium Value
12834,183,1,312.38,0.0,0,Low Value
12836,38,3,2112.53,500.33000000000004,1,Medium Value
12837,74,1,134.1,0.0,1,Medium Value
12838,274,1,390.79,292.34000000000003,0,Low Value
12839,14,8,2683.81,2907.61,1,Medium Value
12840,44,4,2726.77,0.0,1,Medium Value
12841,7,17,2851.44,1170.91,1,Medium Value
12842,209,1,310.73,808.26,0,Low Value
12843,60,7,1692.31,9.95,1,Medium Value
12844,31,1,174.88,151.08,1,Medium Value
12845,168,4,354.09000000000003,0.0,0,Low Value
12849,169,1,704.5,346.39,0,Low Value
12852,195,1,311.55,0.0,0,Low Value
12853,35,6,1957.1000000000001,0.0,1,Medium Value
12854,142,2,810.37,514.13,0,Low Value
12855,273,1,38.1,0.0,0,Low Value
12857,111,2,1106.4,0.0,1,Medium Value
12864,39,1,147.12,0.0,1,Medium Value
12865,24,1,981.38,586.85,1,Medium Value
12866,184,1,559.12,0.0,0,Low Value
12867,66,5,2352.45,1684.37,1,Medium Value
12868,86,6,1607.0600000000002,0.0,1,Medium Value
12871,108,1,132.0,248.64,1,Medium Value
12872,227,2,599.97,0.0,0,Low Value
12873,183,1,374.0,0.0,0,Low Value
12875,44,2,343.2300000000001,0.0,1,Medium Value
12876,97,1,726.43,1491.5900000000001,1,Medium Value
12877,25,9,1059.23,476.54,1,Medium Value
12878,137,2,854.99,0.0,0,Low Value
12881,176,1,298.0,0.0,0,Low Value
12885,24,1,645.35,529.87,1,Medium Value
12886,120,1,775.0,603.4,0,Low Value
12888,115,2,354.12,0.0,0,Low Value
12891,86,3,331.0,0.0,1,Medium Value
12897,105,2,216.5,0.0,1,Medium Value
12901,9,19,11639.470000000001,6015.07,1,Medium Value
12902,165,1,138.68,0.0,0,Low Value
12904,73,1,244.69,264.89,1,Medium Value
12908,77,2,750.0,0.0,1,Medium Value
12909,102,3,1528.37,650.3000000000001,1,Medium Value
12910,35,4,1486.9,1588.14,1,Medium Value
12913,183,3,866.39,1617.24,0,Low Value
12915,49,2,363.65,0.0,1,Medium Value
12916,39,4,3006.15,0.0,1,Medium Value
12917,29,1,594.0,0.0,1,Medium Value
12919,17,3,441.65,893.54,1,Medium Value
12921,31,22,8924.55,7662.54,1,Medium Value
12922,62,1,405.38,0.0,1,Medium Value
12924,99,3,655.27,278.43,1,Medium Value
12928,49,3,1136.14,926.56,1,Medium Value
12929,212,1,117.85,0.0,0,Low Value
12930,72,1,221.56,194.24,1,Medium Value
12931,2,11,32530.7,9525.26,1,Medium Value
12933,72,2,357.49,250.04,1,Medium Value
12935,10,4,1535.34,625.36,1,Medium Value
12937,98,2,428.23,1076.04,1,Medium Value
12939,39,4,7990.08,3591.72,1,Medium Value
12942,32,3,683.9,0.0,1,Medium Value
12944,255,1,286.95,317.56,0,Low Value
12945,189,1,462.95,0.0,0,Low Value
12947,44,6,1603.99,0.0,1,Medium Value
12948,6,4,1423.96,640.99,1,Medium Value
12949,15,7,3449.42,717.8000000000001,1,Medium Value
12951,74,5,751.78,312.29,1,Medium Value
12955,44,5,1346.92,3410.2400000000002,1,Medium Value
12956,207,1,108.07,0.0,0,Low Value
12957,87,4,1715.29,2302.25,1,Medium Value
12962,14,1,170.54,95.85000000000001,1,Medium Value
12963,266,1,365.8,1490.83,0,Low Value
12967,259,2,1660.9,0.0,0,Low Value
12968,13,1,135.95,0.0,1,Medium Value
12970,223,2,23.8,428.44,0,Low Value
12971,8,61,7854.76,3335.15,2,High Value
12974,98,1,144.8,0.0,1,Medium Value
12976,112,1,738.6,0.0,0,Low Value
12977,57,1,39.239999999999995,0.0,1,Medium Value
12980,58,9,7374.900000000001,0.0,1,Medium Value
12981,34,1,187.18,185.04,1,Medium Value
12982,143,1,390.54,0.0,0,Low Value
12987,98,1,304.3,254.4,1,Medium Value
12988,193,1,535.32,0.0,0,Low Value
12989,58,8,4469.14,2454.97,1,Medium Value
12990,86,2,263.9,145.6,1,Medium Value
12991,13,1,303.56,200.2,1,Medium Value
12993,21,3,372.4,42.36000000000001,1,Medium Value
12994,21,2,645.47,328.95,1,Medium Value
12997,137,2,608.47,618.42,0,Low Value
12999,97,3,455.88,0.0,1,Medium Value
13000,7,3,534.85,0.0,1,Medium Value
13001,59,11,8615.42,1203.3999999999999,1,Medium Value
13002,219,1,120.95,0.0,0,Low Value
13003,6,3,149.05,0.0,1,Medium Value
13004,15,12,3785.09,1870.82,1,Medium Value
13005,74,2,513.7,0.0,1,Medium Value
13008,224,1,229.47,0.0,0,Low Value
13011,273,1,50.550000000000004,0.0,0,Low Value
13012,49,4,1012.3100000000001,649.53,1,Medium Value
13013,8,8,3382.79,1428.15,1,Medium Value
13014,14,5,2022.48,1443.8,1,Medium Value
13015,98,4,1763.04,1583.24,1,Medium Value
13016,24,1,425.25,364.64,1,Medium Value
13018,23,17,4788.85,2488.85,1,Medium Value
13021,67,4,1152.47,1463.91,1,Medium Value
13023,30,1,336.4,353.5,1,Medium Value
13026,121,2,243.72000000000003,731.64,0,Low Value
13027,14,6,6912.0,0.0,1,Medium Value
13029,39,2,773.1999999999999,474.3,1,Medium Value
13030,269,1,427.74,371.74,0,Low Value
13033,258,1,190.55,0.0,0,Low Value
13034,270,1,165.86,476.91,0,Low Value
13035,161,1,333.0,588.88,0,Low Value
13037,39,3,881.07,0.0,1,Medium Value
13038,84,2,591.76,316.70000000000005,1,Medium Value
13043,174,1,516.42,0.0,0,Low Value
13044,192,1,560.47,0.0,0,Low Value
13046,167,1,197.72,431.59,0,Low Value
13047,28,8,2682.01,555.53,1,Medium Value
13048,14,3,1375.05,460.86,1,Medium Value
13049,219,1,153.78000000000003,502.90000000000003,0,Low Value
13050,7,13,4509.74,1327.1200000000001,1,Medium Value
13052,113,1,348.15000000000003,0.0,0,Low Value
13055,114,1,344.86,869.55,0,Low Value
13058,52,1,47.550000000000004,223.85,1,Medium Value
13059,150,1,183.4,0.0,0,Low Value
13060,154,1,307.53000000000003,0.0,0,Low Value
13062,92,1,346.98,0.0,1,Medium Value
13064,53,2,659.25,460.24,1,Medium Value
13065,274,1,205.86,0.0,0,Low Value
13068,221,1,165.0,179.0,0,Low Value
13069,20,19,3397.94,1038.18,1,Medium Value
13070,93,1,228.8,0.0,1,Medium Value
13072,168,1,177.15,0.0,0,Low Value
13075,30,1,919.61,0.0,1,Medium Value
13077,191,3,577.44,151.83,0,Low Value
13078,7,15,6917.150000000001,5710.79,1,Medium Value
13079,41,1,23.8,196.3,1,Medium Value
13080,80,1,58.08,0.0,1,Medium Value
13081,44,8,18870.12,9467.26,1,Medium Value
13082,27,9,3613.63,0.0,1,Medium Value
13085,58,2,416.08,0.0,1,Medium Value
13089,1,69,39010.65,19815.18,2,High Value
13090,37,9,4912.02,3998.8,1,Medium Value
13092,112,4,439.75,38.08,1,Medium Value
13093,176,8,7832.47,0.0,0,Low Value
13094,30,10,1545.72,381.6,1,Medium Value
13097,23,8,4643.71,1366.71,1,Medium Value
13098,14,17,14468.08,14414.36,1,Medium Value
13101,135,1,101.19,0.0,0,Low Value
13102,34,19,4961.7,1462.39,1,Medium Value
13104,34,3,376.44,722.04,1,Medium Value
13106,34,1,76.5,0.0,1,Medium Value
13107,76,2,935.22,596.4,1,Medium Value
13108,273,1,350.06,0.0,0,Low Value
13109,58,1,369.85,416.69,1,Medium Value
13110,38,5,1042.24,446.43,1,Medium Value
13113,14,20,10787.06,1458.9,1,Medium Value
13115,85,1,878.55,1416.23,1,Medium Value
13116,39,1,501.14,0.0,1,Medium Value
13117,22,7,841.77,143.14,1,Medium Value
13118,109,3,799.7,398.11,1,Medium Value
13120,139,1,30.6,0.0,0,Low Value
13121,170,1,283.73,0.0,0,Low Value
13122,141,1,903.6700000000001,18.72,0,Low Value
13124,153,2,2574.12,1292.21,0,Low Value
13126,154,5,1077.42,1022.22,0,Low Value
13131,88,1,324.90000000000003,748.4,1,Medium Value
13132,162,1,77.3,0.0,0,Low Value
13133,174,2,109.8,0.0,0,Low Value
13134,84,3,885.74,907.84,1,Medium Value
13135,97,1,3096.0,0.0,1,Medium Value
13136,43,3,1226.68,1380.93,1,Medium Value
13137,4,4,1457.75,2192.66,1,Medium Value
13138,34,3,489.45,472.94,1,Medium Value
13139,10,3,1710.94,3354.0,1,Medium Value
13140,9,3,423.72,0.0,1,Medium Value
13141,115,4,1401.03,987.72,1,Medium Value
13144,233,1,110.95,0.0,0,Low Value
13145,28,2,413.8,204.72,1,Medium Value
13148,34,10,2789.87,917.25,1,Medium Value
13149,7,3,1132.6200000000001,543.44,1,Medium Value
13151,196,1,1257.8700000000001,0.0,0,Low Value
13155,227,2,569.2,402.56,0,Low Value
13157,42,3,873.2,868.02,1,Medium Value
13158,20,3,868.1700000000001,332.89,1,Medium Value
13159,7,2,851.59,586.26,1,Medium Value
13161,214,1,112.75,0.0,0,Low Value
13162,23,4,1688.29,0.0,1,Medium Value
13165,252,1,354.64,666.8399999999999,0,Low Value
13166,184,1,417.2,0.0,0,Low Value
13167,31,2,417.55,373.78,1,Medium Value
13168,100,3,972.66,346.53000000000003,1,Medium Value
13169,153,1,505.2,207.68,0,Low Value
13171,200,1,140.35,328.06,0,Low Value
13173,268,1,165.94,187.71,0,Low Value
13174,217,2,2108.27,708.76,0,Low Value
13178,34,8,4391.7300000000005,1333.74,1,Medium Value
13183,2,6,2394.98,1562.8000000000002,1,Medium Value
13184,31,9,1504.44,196.85,1,Medium Value
13185,168,1,71.4,0.0,0,Low Value
13186,29,1,988.34,587.5500000000001,1,Medium Value
13187,238,1,236.02,0.0,0,Low Value
13189,16,1,127.0,133.68,1,Medium Value
13192,106,1,464.32,447.62,1,Medium Value
13194,36,1,60.7,0.0,1,Medium Value
13196,163,1,512.13,1285.65,0,Low Value
13198,21,5,3009.18,392.06,1,Medium Value
13199,4,21,4553.84,5263.28,1,Medium Value
13200,27,1,319.32,550.77,1,Medium Value
13203,21,2,309.86,559.6,1,Medium Value
13207,51,1,197.52000000000004,52.74,1,Medium Value
13208,56,4,835.07,388.83,1,Medium Value
13209,29,5,4156.08,1735.53,1,Medium Value
13211,262,1,110.7,1086.72,0,Low Value
13213,29,4,963.88,556.7,1,Medium Value
13216,168,1,333.74,0.0,0,Low Value
13217,23,3,533.98,0.0,1,Medium Value
13218,28,1,62.64,0.0,1,Medium Value
13220,86,3,726.49,92.8,1,Medium Value
13221,141,2,847.41,0.0,0,Low Value
13223,101,2,163.2,0.0,1,Medium Value
13224,52,1,1212.26,943.69,1,Medium Value
13225,44,5,4299.56,2164.28,1,Medium Value
13226,174,1,108.21000000000001,0.0,0,Low Value
13227,102,1,257.7,0.0,1,Medium Value
13229,126,1,160.95,0.0,0,Low Value
13230,39,12,2234.18,572.79,1,Medium Value
13232,81,4,878.45,479.15,1,Medium Value
13233,237,1,304.24,300.88,0,Low Value
13235,113,1,1031.07,0.0,0,Low Value
13236,7,1,439.23,305.62,1,Medium Value
13238,64,2,318.85,381.88,1,Medium Value
13239,162,1,329.56,0.0,0,Low Value
13240,74,3,553.61,110.04,1,Medium Value
13242,13,3,270.40000000000003,0.0,1,Medium Value
13243,104,1,600.07,0.0,1,Medium Value
13246,77,5,1860.99,126.31,1,Medium Value
13248,25,2,465.68,0.0,1,Medium Value
13249,162,1,291.84,419.57,0,Low Value
13253,57,2,1030.4,0.0,1,Medium Value
13255,274,1,225.7,173.81,0,Low Value
13258,106,1,224.62,473.96,1,Medium Value
13261,169,2,944.1,0.0,0,Low Value
13262,164,1,200.29,0.0,0,Low Value
13263,9,23,4870.68,2583.39,1,Medium Value
13265,84,3,1465.66,642.0,1,Medium Value
13266,13,8,2535.58,1298.68,1,Medium Value
13267,11,14,2800.94,1720.55,1,Medium Value
13268,70,6,2150.25,1064.44,1,Medium Value
13269,10,8,2981.45,2364.78,1,Medium Value
13270,267,1,590.0,0.0,0,Low Value
13273,14,1,138.98,0.0,1,Medium Value
13277,17,2,125.9,132.5,1,Medium Value
13280,23,3,814.86,0.0,1,Medium Value
13282,63,2,773.1,359.04,1,Medium Value
13283,86,1,25.5,68.16,1,Medium Value
13284,231,1,201.19,0.0,0,Low Value
13285,62,3,1970.1,739.02,1,Medium Value
13291,56,1,361.11,0.0,1,Medium Value
13292,185,1,249.57,329.37,0,Low Value
13294,90,2,873.74,0.0,1,Medium Value
13295,260,1,201.20000000000002,0.0,0,Low Value
13296,38,1,87.4,0.0,1,Medium Value
13299,169,1,142.5,0.0,0,Low Value
13300,70,1,371.89,0.0,1,Medium Value
13301,4,4,618.09,0.0,1,Medium Value
13302,56,1,63.75,0.0,1,Medium Value
13304,252,1,300.42,0.0,0,Low Value
13305,16,6,1085.75,915.11,1,Medium Value
13307,21,1,15.0,0.0,1,Medium Value
13308,104,1,814.95,570.5600000000001,1,Medium Value
13309,107,2,546.64,910.15,1,Medium Value
13310,107,2,817.65,314.38,1,Medium Value
13311,51,1,490.11,108.46000000000001,1,Medium Value
13313,42,3,918.34,636.98,1,Medium Value
13316,32,2,3779.98,2197.75,1,Medium Value
13317,99,5,1313.98,959.7,1,Medium Value
13319,14,18,6897.070000000001,3948.48,1,Medium Value
13320,7,3,981.15,567.55,1,Medium Value
13324,104,7,3798.99,3322.96,1,Medium Value
13327,13,7,2738.75,889.02,1,Medium Value
13328,217,1,1308.48,0.0,0,Low Value
13329,267,1,304.2,484.79999999999995,0,Low Value
13330,86,2,728.22,412.71,1,Medium Value
13334,91,2,2731.84,804.98,1,Medium Value
